id,address_state,application_type,emp_length,emp_title,grade,home_ownership,loan_status,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,last_credit_pull_date,last_payment_date,next_payment_date,original_issue_date
390193,WI,INDIVIDUAL,"3 years","Group Acumen",B,RENT,"Fully Paid",425024,car,B2," 36 months","Source Verified",72000,0.0373,312.21,0.1126,9500,25,11054,2021-05-16,2021-11-05,2021-11-06,2021-09-04
634978,CA,INDIVIDUAL,"1 year","Kellwood Company",C,RENT,"Fully Paid",813425,car,C1," 36 months","Source Verified",45000,0.0589,333.25,0.1223,10000,7,11997,2021-01-14,2021-01-14,2021-02-14,2021-10-12
684571,CA,INDIVIDUAL,"1 year","TEL EXCEL INC",C,RENT,"Fully Paid",874062,car,C2," 36 months","Source Verified",23766,0.0833,60.71,0.1306,1800,7,2018,2021-05-16,2021-12-04,2021-12-05,2021-11-03
495971,FL,INDIVIDUAL,"10+ years","Miami air international",C,RENT,"Fully Paid",635400,car,C5," 36 months","Source Verified",120000,0.1447,164.57,0.1422,4800,31,5924,2021-05-16,2021-04-13,2021-05-13,2021-10-03
882700,CA,INDIVIDUAL,"2 years",Seapointe,C,RENT,"Fully Paid",1097946,car,C1," 36 months","Source Verified",19200,0.0763,67.87,0.1349,2000,3,2443,2021-09-14,2021-10-14,2021-11-14,2021-11-09
395663,NY,INDIVIDUAL,"2 years",NULL,C,RENT,"Fully Paid",246583,car,C5," 36 months","Source Verified",70000,0.2153,238.53,0.1379,7000,12,8587,2021-10-15,2021-12-05,2021-12-06,2021-09-05
552806,NJ,INDIVIDUAL,"4 years","ABM/Cushman Wakefield",C,RENT,"Fully Paid",712316,car,C3," 36 months","Source Verified",107000,0.0733,136.68,0.1398,4000,12,4921,2021-01-14,2021-08-13,2021-09-13,2021-10-08
845342,CA,INDIVIDUAL,"9 years","NDS Americas",C,RENT,"Fully Paid",1056532,car,C1," 36 months","Source Verified",170000,0.1626,572.72,0.1299,17000,14,20160,2021-03-16,2021-09-13,2021-10-13,2021-11-09
639770,MA,INDIVIDUAL,"2 years","Injured Workers Pharmacy",C,RENT,"Fully Paid",819023,car,C3," 36 months","Source Verified",23000,0.156,261.06,0.1298,7750,6,7835,2021-11-02,2021-11-02,2021-11-03,2021-11-01
748900,TX,INDIVIDUAL,"3 years","M.L. Wisner",C,RENT,"Fully Paid",948037,car,C2," 36 months","Source Verified",57600,0.1173,178.99,0.1349,5275,11,6443,2021-05-14,2021-06-14,2021-07-14,2021-11-05
406896,DC,INDIVIDUAL,"1 year",OvS,C,RENT,"Fully Paid",421981,car,C3," 36 months","Source Verified",45150,0.1882,607.87,0.1316,18000,15,19610,2021-10-03,2021-10-03,2021-10-04,2021-09-06
435921,MI,INDIVIDUAL,"4 years","Hi Lex Controls, Inc",C,RENT,"Fully Paid",521210,car,C2," 36 months","Source Verified",39500,0.0112,169.01,0.1322,5000,9,6084,2021-05-16,2021-12-09,2021-12-10,2021-09-08
894548,NY,INDIVIDUAL,"8 years","Diocese of Long Island",C,RENT,"Fully Paid",1169145,car,C5," 36 months","Source Verified",50000,0.0943,168.66,0.1596,4800,17,5940,2021-03-16,2021-02-14,2021-03-14,2021-11-09
769097,NY,INDIVIDUAL,"< 1 year","Hudson Health Plan",C,RENT,"Fully Paid",970523,car,C1," 36 months","Source Verified",42500,0.0274,134.76,0.1299,4000,7,4837,2021-04-16,2021-02-14,2021-03-14,2021-11-05
773247,VA,INDIVIDUAL,"6 years","Ted Britt Ford",C,RENT,"Fully Paid",975272,car,C5," 36 months","Source Verified",30000,0.0764,146.07,0.1523,4200,5,4406,2021-11-11,2021-11-10,2021-11-11,2021-11-06
778066,CA,INDIVIDUAL,"< 1 year","Market City Caffe",C,RENT,"Fully Paid",980603,car,C1," 36 months","Source Verified",35000,0.0549,67.38,0.1299,2000,10,2343,2021-02-16,2021-03-13,2021-04-13,2021-11-06
514858,IL,INDIVIDUAL,"2 years","Tifanny & Company",C,RENT,"Fully Paid",665527,car,C2," 36 months","Source Verified",70000,0.1306,269.96,0.1311,8000,12,9719,2021-05-13,2021-05-13,2021-06-13,2021-10-05
978779,IL,INDIVIDUAL,"< 1 year","Groupon, Inc",C,RENT,"Fully Paid",1201628,car,C1," 36 months","Source Verified",58000,0.137,288.41,0.1349,8500,22,10179,2021-12-13,2021-11-13,2021-12-13,2021-11-10
794846,CA,INDIVIDUAL,"4 years","Superior Mobile Medics",C,RENT,"Fully Paid",999510,car,C3," 36 months","Source Verified",38400,0.1144,119.61,0.1399,3500,7,4306,2021-05-16,2021-07-14,2021-08-14,2021-11-06
782285,MN,INDIVIDUAL,"< 1 year","Sporty's Pub",D,RENT,"Fully Paid",985260,car,D2," 36 months","Source Verified",15000,0.0464,178.74,0.1719,5000,7,6152,2021-09-14,2021-03-13,2021-04-13,2021-11-06
720540,CA,INDIVIDUAL,"< 1 year","Adrian Yi",D,RENT,"Fully Paid",915008,car,D3," 36 months","Source Verified",25000,0.0624,83.53,0.1528,2400,4,3037,2021-05-14,2021-05-14,2021-06-14,2021-11-04
736534,AZ,INDIVIDUAL,"1 year","Thunderbird Adventist Academy",D,RENT,"Fully Paid",933494,car,D1," 36 months","Source Verified",35000,0.0682,137.77,0.1454,4000,10,4959,2021-06-15,2021-05-14,2021-06-14,2021-11-05
384068,LA,INDIVIDUAL,"1 year","Brother Martin High School",D,RENT,"Fully Paid",414807,car,D4," 36 months","Source Verified",33000,0.1178,156.12,0.1505,4500,31,5203,2021-10-08,2021-10-09,2021-10-10,2021-09-03
523530,VA,INDIVIDUAL,"4 years","Kroger Co",D,RENT,"Fully Paid",677368,car,D1," 36 months","Source Verified",20800,0.1887,110.68,0.1484,3200,5,3985,2021-08-15,2021-06-13,2021-07-13,2021-10-06
811484,NM,INDIVIDUAL,"4 years","FLYNG STAR CAFE",D,RENT,"Fully Paid",1018520,car,D3," 36 months","Source Verified",24000,0.135,177,0.1649,5000,10,6194,2021-09-15,2021-07-13,2021-08-13,2021-11-07
403941,AZ,INDIVIDUAL,"< 1 year","The Art Institute of Phoenix",E,RENT,"Fully Paid",449996,car,E2," 36 months","Source Verified",4800,0.05,84.38,0.16,2400,5,2970,2021-09-13,2021-11-06,2021-11-07,2021-09-05
625156,CA,INDIVIDUAL,"10+ years","Great Reunions",D,RENT,"Fully Paid",801192,car,D4," 36 months","Source Verified",23500,0.0286,203.37,0.152,5850,5,7340,2021-05-16,2021-01-14,2021-02-14,2021-10-12
848888,NC,INDIVIDUAL,"2 years","Sierra Nevada Corp",A,MORTGAGE,"Fully Paid",1060562,car,A5," 36 months","Source Verified",86748,0.1076,315.63,0.0849,10000,10,10071,2021-11-09,2021-11-09,2021-11-10,2021-11-08
632430,PA,INDIVIDUAL,"10+ years","Harchuck Construction",A,MORTGAGE,"Fully Paid",810176,car,A3," 36 months","Source Verified",32000,0.1046,69.39,0.0617,2275,19,2498,2021-12-13,2021-01-14,2021-02-14,2021-10-12
559528,TX,INDIVIDUAL,"3 years","VENTURE MECHANICAL, INC.",A,MORTGAGE,"Fully Paid",720261,car,A5," 36 months","Source Verified",67500,0.054,93.85,0.0788,3000,38,3367,2021-09-15,2021-12-11,2021-12-12,2021-10-08
641341,IL,INDIVIDUAL,"8 years","Illinois Transport inc.",B,MORTGAGE,"Fully Paid",820949,car,B1," 36 months","Source Verified",81000,0.0055,317.44,0.0888,10000,35,10580,2021-11-10,2021-11-10,2021-11-11,2021-11-01
682833,FL,INDIVIDUAL,"4 years","Kimsey & DeBari, P.A.",C,MORTGAGE,"Fully Paid",872085,car,C5," 36 months","Source Verified",125000,0.2419,507.06,0.1417,14800,21,16872,2021-05-16,2021-12-05,2021-12-06,2021-11-03
1025585,TX,INDIVIDUAL,"5 years","US Computer Corp. - Chevron",C,MORTGAGE,"Fully Paid",1254746,car,C2," 36 months","Source Verified",75000,0.0184,137.24,0.1427,4000,17,4611,2021-05-16,2021-03-13,2021-04-13,2021-11-11
635885,OH,INDIVIDUAL,"8 years","Madison County Engineers",C,OWN,"Fully Paid",814593,car,C4," 36 months","Source Verified",88000,0.0395,203.18,0.1335,6000,28,7217,2021-08-14,2021-04-13,2021-05-13,2021-10-12
718797,FL,INDIVIDUAL,"1 year","bal gas propane",A,RENT,"Fully Paid",913058,car,A5," 36 months","Source Verified",47000,0.0202,165.26,0.0766,5300,16,5843,2021-04-15,2021-02-13,2021-03-13,2021-11-04
793621,MN,INDIVIDUAL,"10+ years","Consolidated Container",B,RENT,"Fully Paid",998145,car,B2," 36 months","Source Verified",28800,0.21,162.73,0.1059,5000,7,5858,2021-08-15,2021-07-14,2021-08-14,2021-11-06
679780,NV,INDIVIDUAL,"1 year","General Moly Inc",B,RENT,"Fully Paid",868413,car,B2," 36 months","Source Verified",54000,0.1633,203.29,0.1,6300,38,7072,2021-03-14,2021-12-10,2021-12-11,2021-11-02
389170,OH,INDIVIDUAL,"5 years","Mahershalash LLC dba Frullati cafe",A,MORTGAGE,"Charged Off",423147,car,A2," 36 months",Verified,69996,0.1262,374.29,0.0768,12000,35,3151,2021-05-16,2021-10-01,2021-10-02,2021-09-04
558758,CA,INDIVIDUAL,"10+ years",LAUSD,B,MORTGAGE,"Charged Off",719246,car,B5," 36 months",Verified,78000,0.1029,165.74,0.1186,5000,24,2375,2021-11-09,2021-11-04,2021-11-05,2021-10-08
706518,GA,INDIVIDUAL,"10+ years","Department of the Army",B,MORTGAGE,"Charged Off",898735,car,B1," 36 months",Verified,98100,0.1769,224.66,0.0963,7000,23,5766,2021-10-13,2021-05-13,2021-06-13,2021-11-03
635771,LA,INDIVIDUAL,"3 years",NULL,B,MORTGAGE,"Charged Off",814442,car,B4," 36 months",Verified,38000,0.1446,145.19,0.0999,4500,12,1446,2021-05-16,2021-11-11,2021-11-12,2021-10-12
349789,TX,INDIVIDUAL,"10+ years","CMC Capitol City Steel",C,MORTGAGE,"Charged Off",351611,car,C5," 36 months",Verified,42000,0.2166,166.77,0.1229,5000,16,3897,2021-10-09,2021-10-03,2021-10-04,2021-08-06
794680,CA,INDIVIDUAL,"10+ years","State if Calif",C,MORTGAGE,"Charged Off",999330,car,C5," 36 months",Verified,54902.52,0.2308,208.67,0.1523,6000,49,1869,2021-05-16,2021-12-04,2021-12-05,2021-11-06
356798,PA,INDIVIDUAL,"9 years","Citizens Bank",C,MORTGAGE,"Charged Off",362283,car,C5," 36 months",Verified,63000,0.0676,219.14,0.1304,6500,47,2625,2021-10-03,2021-09-10,2021-09-11,2021-08-10
878872,WI,INDIVIDUAL,"2 years","RedBrick Health",D,MORTGAGE,"Charged Off",1093649,car,D1," 36 months",Verified,133000,0.1203,423.61,0.1629,12000,33,6346,2021-05-16,2021-12-12,2022-12-01,2021-11-09
386587,NJ,INDIVIDUAL,"1 year","Dept of Homeland Security",C,OTHER,"Charged Off",418979,car,C1," 36 months",Verified,37800,0.1038,334.67,0.1253,10000,24,1098,2021-09-11,2021-09-06,2021-09-07,2021-09-04
464399,VA,INDIVIDUAL,"2 years","Booz Allen Hamilton",E,OWN,"Charged Off",582056,car,E5," 36 months",Verified,57000,0.0684,734.83,0.1774,20400,6,20830,2021-12-09,2021-12-05,2021-12-06,2021-09-12
472483,GA,INDIVIDUAL,"10+ years","Jacob Inc",A,RENT,"Charged Off",596610,car,A1," 36 months",Verified,54000,0.07,587.1,0.0705,19000,4,6337,2021-11-06,2021-11-02,2021-11-03,2021-10-01
440154,FL,INDIVIDUAL,"2 years",Macy's,A,RENT,"Charged Off",532757,car,A4," 36 months",Verified,20004,0.087,63.23,0.0859,2000,6,1401,2021-12-01,2021-11-09,2021-11-10,2021-09-09
388538,MD,INDIVIDUAL,"2 years","United Health Care",A,RENT,"Charged Off",422066,car,A4," 36 months",Verified,63504,0.0835,527.13,0.0932,16500,30,5797,2021-05-16,2021-10-03,2021-10-04,2021-09-04
857618,CA,INDIVIDUAL,"4 years","Farmer Brothers Coffee Co.",A,RENT,"Charged Off",1070102,car,A5," 36 months",Verified,50400,0.1357,236.73,0.0849,7500,27,4808,2021-09-13,2021-05-13,2021-06-13,2021-11-08
437200,IL,INDIVIDUAL,"< 1 year","TinWerks Corporation",A,RENT,"Charged Off",524652,car,A5," 36 months",Verified,85000,0.1201,305.01,0.0894,9600,32,5786,2021-05-16,2021-11-04,2021-11-05,2021-09-09
434591,CA,INDIVIDUAL,"4 years",GameStop,A,RENT,"Charged Off",518539,car,A5," 36 months",Verified,65000,0.1224,127.09,0.0894,4000,8,3042,2021-05-16,2021-11-09,2021-11-10,2021-09-08
726300,FL,INDIVIDUAL,"5 years","jerry leigh",B,RENT,"Charged Off",921650,car,B3," 36 months",Verified,27600,0.0174,324.42,0.1037,10000,10,762,2021-11-11,2021-11-06,2021-11-07,2021-11-04
393966,MO,INDIVIDUAL,"4 years","Self Employed",C,RENT,"Charged Off",432319,car,C2," 36 months",Verified,58106,0.0023,168.09,0.1284,5000,16,1285,2021-10-07,2021-10-03,2021-10-04,2021-09-04
844298,TX,INDIVIDUAL,"8 years",Army,C,RENT,"Charged Off",1055209,car,C2," 36 months",Verified,45000,0.2157,152.69,0.1349,4500,19,3194,2021-09-13,2021-04-13,2021-05-13,2021-11-08
660819,CA,INDIVIDUAL,"7 years","Nutrimedia, LLC",C,RENT,"Charged Off",845158,car,C2," 36 months",Verified,84000,0.1899,337.23,0.1306,10000,10,2409,2021-12-01,2021-11-08,2021-11-09,2021-11-02
751543,CA,INDIVIDUAL,"4 years","In Home Support Services",D,RENT,"Charged Off",950992,car,D5," 36 months",Verified,9600,0.0975,105.9,0.1749,2950,4,1375,2021-12-10,2021-12-05,2021-12-06,2021-11-05
580279,OK,INDIVIDUAL,"1 year","MSCI Inc",A,MORTGAGE,"Fully Paid",745977,car,A5," 36 months",Verified,43000,0.086,125.13,0.0788,4000,13,4452,2021-12-12,2021-12-11,2021-12-12,2021-10-10
979183,SC,INDIVIDUAL,"10+ years","american pure spring water",A,MORTGAGE,"Fully Paid",1202046,car,A1," 36 months",Verified,96000,0.1169,213.05,0.0603,7000,21,7670,2021-03-16,2021-10-14,2021-11-14,2021-11-10
868411,WI,INDIVIDUAL,"10+ years","M&I Bank",A,MORTGAGE,"Fully Paid",1082191,car,A1," 36 months",Verified,105000,0.0647,331.76,0.0542,11000,22,11668,2021-07-13,2021-02-13,2021-03-13,2021-11-09
668490,LA,INDIVIDUAL,"10+ years",AT&T,A,MORTGAGE,"Fully Paid",854716,car,A1," 36 months",Verified,61200,0.0118,156.84,0.0542,5200,25,5441,2021-05-16,2021-12-02,2021-12-03,2021-11-02
714529,NJ,INDIVIDUAL,"10+ years","New York City Transit Authority",A,MORTGAGE,"Fully Paid",907955,car,A2," 36 months",Verified,112200,0.0071,206.23,0.0579,6800,8,7424,2021-04-14,2021-04-14,2021-05-14,2021-11-04
782049,OH,INDIVIDUAL,"10+ years","u.s. postal service",A,MORTGAGE,"Fully Paid",984985,car,A2," 36 months",Verified,55530,0.175,98.26,0.0662,3200,16,3537,2021-06-14,2021-06-14,2021-07-14,2021-11-06
617670,KY,INDIVIDUAL,"10+ years","Kmart pharmacy",A,MORTGAGE,"Fully Paid",791861,car,A3," 36 months",Verified,110000,0.024,228.75,0.0617,7500,16,8173,2021-05-16,2021-02-13,2021-03-13,2021-10-11
984383,MO,INDIVIDUAL,"10+ years","DST Output",A,MORTGAGE,"Fully Paid",1207974,car,A4," 36 months",Verified,74000,0.0089,156.46,0.079,5000,14,5477,2021-10-13,2021-10-13,2021-11-13,2021-11-10
435798,FL,INDIVIDUAL,"10+ years","State Of Florida",A,MORTGAGE,"Fully Paid",520996,car,A4," 36 months",Verified,116004,0.0089,214.16,0.0859,6775,12,7671,2021-12-03,2021-12-04,2021-12-05,2021-09-08
847761,CA,INDIVIDUAL,"10+ years","DW McCasland",A,MORTGAGE,"Fully Paid",1039056,car,A5," 36 months",Verified,87600,0.1684,473.45,0.0849,15000,32,16376,2021-12-12,2021-12-12,2022-12-01,2021-11-08
296737,MN,INDIVIDUAL,"2 years",Wackenhut,A,MORTGAGE,"Fully Paid",296734,car,A4," 36 months",Verified,42000,0.0071,311.02,0.0749,10000,18,11185,2021-05-16,2021-03-14,2021-04-14,2021-11-05
877452,NY,INDIVIDUAL,"3 years","lowes home center",A,MORTGAGE,"Fully Paid",1092174,car,A1," 36 months",Verified,53000,0.0702,85.22,0.0603,2800,27,2814,2021-05-16,2021-11-10,2021-11-11,2021-11-09
821606,GA,INDIVIDUAL,"4 years","University of Georgia",A,MORTGAGE,"Fully Paid",1029968,car,A1," 36 months",Verified,49200,0.2076,75.4,0.0542,2500,17,2711,2021-04-14,2021-04-14,2021-05-14,2021-11-07
685536,IL,INDIVIDUAL,"4 years",spins,A,MORTGAGE,"Fully Paid",875193,car,A4," 36 months",Verified,115600,0.1043,307.78,0.0729,9925,32,11075,2021-05-16,2021-01-14,2021-02-14,2021-11-03
757895,NV,INDIVIDUAL,"5 years","Hall Jaffe and Clayton",A,MORTGAGE,"Fully Paid",957991,car,A1," 36 months",Verified,130000,0.0447,90.48,0.0542,3000,36,3088,2021-11-12,2021-12-01,2021-12-02,2021-11-05
658407,CA,INDIVIDUAL,"5 years","Pellenc America Inc.",A,MORTGAGE,"Fully Paid",842051,car,A2," 36 months",Verified,90000,0.0084,303.27,0.0579,10000,15,10918,2021-02-14,2021-02-14,2021-03-14,2021-11-01
627653,OR,INDIVIDUAL,"7 years","Salem Keizer Public Schools",A,MORTGAGE,"Fully Paid",804314,car,A3," 36 months",Verified,75000,0.0101,186.81,0.0617,6125,25,6726,2021-12-13,2021-12-13,2022-01-13,2021-10-12
516194,GA,INDIVIDUAL,"8 years","CH Bakers",A,MORTGAGE,"Fully Paid",667153,car,A3," 36 months",Verified,56902,0.1476,371.3,0.0714,12000,20,13368,2021-05-16,2021-05-13,2021-06-13,2021-10-05
657408,CA,INDIVIDUAL,"8 years","ThyssenKrupt Elevators Americas",A,MORTGAGE,"Fully Paid",840752,car,A4," 36 months",Verified,150000,0.1268,93.03,0.0729,3000,36,3350,2021-02-14,2021-02-14,2021-03-14,2021-11-01
973976,FL,INDIVIDUAL,"8 years","Lockheed Martin",A,MORTGAGE,"Fully Paid",1196023,car,A5," 36 months",Verified,54000,0.1582,120.67,0.089,3800,28,4313,2021-01-16,2021-02-14,2021-03-14,2021-11-10
738407,AL,INDIVIDUAL,"10+ years","US Postal Service",A,MORTGAGE,"Fully Paid",935771,car,A2," 36 months",Verified,63600,0.0713,75.06,0.0579,2475,36,2689,2021-05-16,2021-01-14,2021-02-14,2021-11-04
526353,OR,INDIVIDUAL,"10+ years",UPS,A,MORTGAGE,"Fully Paid",680916,car,A3," 36 months",Verified,65000,0.0903,185.65,0.0714,6000,14,6393,2021-05-15,2021-11-07,2021-11-08,2021-10-06
970995,LA,INDIVIDUAL,"10+ years","Walmart Distribution Center",A,MORTGAGE,"Fully Paid",1192491,car,A5," 36 months",Verified,76000,0.2335,190.52,0.089,6000,38,6675,2021-06-13,2021-06-13,2021-07-13,2021-11-10
751072,NJ,INDIVIDUAL,"10+ years",Verizon,A,MORTGAGE,"Fully Paid",950481,car,A5," 36 months",Verified,130000,0.1599,309.32,0.0849,9800,39,10815,2021-05-16,2021-12-12,2022-12-01,2021-11-05
420464,KS,INDIVIDUAL,"2 years",GBA,A,MORTGAGE,"Fully Paid",493768,car,A5," 36 months",Verified,52700,0.2181,160.48,0.0963,5000,11,5777,2021-02-13,2021-12-07,2021-12-08,2021-09-06
610259,FL,INDIVIDUAL,"2 years",Sears,A,MORTGAGE,"Fully Paid",782655,car,A5," 36 months",Verified,78000,0.1454,185.02,0.0691,6000,48,6661,2021-05-16,2021-12-13,2022-01-13,2021-10-11
979654,NC,INDIVIDUAL,"7 years","Lowe's Home Improvement",A,MORTGAGE,"Fully Paid",1202812,car,A5," 36 months",Verified,31776,0.1828,190.52,0.089,6000,8,6809,2021-03-14,2021-03-14,2021-04-14,2021-11-10
819494,CA,INDIVIDUAL,"8 years","Valero Energy Corp.",A,MORTGAGE,"Fully Paid",1027615,car,A2," 36 months",Verified,96000,0.0148,334.6,0.0599,11000,26,12045,2021-08-15,2021-08-14,2021-09-14,2021-11-07
815183,FL,INDIVIDUAL,"10+ years","South Lake Hospital",A,MORTGAGE,"Fully Paid",1022784,car,A3," 36 months",Verified,65000,0.1521,246.99,0.0699,8000,21,8870,2021-02-14,2021-03-14,2021-04-14,2021-11-07
970733,NY,INDIVIDUAL,"5 years",NULL,A,MORTGAGE,"Fully Paid",1192419,car,A3," 36 months",Verified,240000,0.0572,261.34,0.0751,8400,28,9408,2021-04-16,2021-10-14,2021-11-14,2021-11-10
696203,NY,INDIVIDUAL,"3 years","NYC trasit",A,MORTGAGE,"Fully Paid",887346,car,A3," 36 months",Verified,65000,0.1625,154.21,0.0692,5000,18,5302,2021-12-10,2021-12-10,2021-12-11,2021-11-03
1016736,OH,INDIVIDUAL,"10+ years","continental airlines",A,MORTGAGE,"Fully Paid",1244663,car,A1," 36 months",Verified,80000,0.1077,258.71,0.0603,8500,47,9328,2021-12-14,2021-01-15,2021-02-15,2021-11-11
676417,FL,INDIVIDUAL,"2 years","The Palace Renaissance Royale",A,MORTGAGE,"Fully Paid",864401,car,A1," 36 months",Verified,16000,0.081,219.42,0.0542,7275,26,7899,2021-06-14,2021-03-14,2021-04-14,2021-11-02
854197,MO,INDIVIDUAL,"2 years","One Source Risk Management",A,MORTGAGE,"Fully Paid",1066430,car,A1," 36 months",Verified,200000,0.0393,180.96,0.0542,6000,34,6515,2021-09-14,2021-09-14,2021-10-14,2021-11-08
635024,TX,INDIVIDUAL,"2 years","Tech Data Corporation",A,MORTGAGE,"Fully Paid",813477,car,A2," 36 months",Verified,75000,0.1075,121.31,0.0579,4000,36,4307,2021-02-15,2021-12-11,2021-12-12,2021-10-12
391892,CT,INDIVIDUAL,"3 years","PricewaterhouseCoopers LLP",A,MORTGAGE,"Fully Paid",428366,car,A1," 36 months",Verified,117500,0.0861,543.3,0.0737,17500,28,19412,2021-11-08,2021-11-07,2021-11-08,2021-09-04
540829,CT,INDIVIDUAL,"9 years","The Hartford",A,MORTGAGE,"Fully Paid",698199,car,A1," 36 months",Verified,68000,0.1392,107.1,0.0639,3500,21,3856,2021-11-14,2021-07-13,2021-08-13,2021-10-07
612380,NC,INDIVIDUAL,"< 1 year","Wells Fargo (TekSystems)",A,MORTGAGE,"Fully Paid",785253,car,A1," 36 months",Verified,84000,0.0466,268.43,0.0542,12000,23,9664,2021-11-13,2021-12-13,2022-01-13,2021-10-11
806665,OR,INDIVIDUAL,"10+ years",UPS,B,MORTGAGE,"Fully Paid",1012870,car,B4," 36 months",Verified,69900,0.1701,593.49,0.1149,18000,15,21310,2021-05-15,2021-04-14,2021-05-14,2021-11-07
691483,FL,INDIVIDUAL,"3 years","American Safety Council, Inc",B,MORTGAGE,"Fully Paid",882064,car,B5," 36 months",Verified,50000,0.0511,196.75,0.1111,6000,5,7083,2021-03-14,2021-03-14,2021-04-14,2021-11-03
1018254,WA,INDIVIDUAL,"5 years",Safeway,B,MORTGAGE,"Fully Paid",1246503,car,B2," 36 months",Verified,122400,0.2402,221.5,0.1065,6800,37,7777,2021-05-16,2021-09-13,2021-10-13,2021-11-11
597573,CA,INDIVIDUAL,"9 years","City of Manhattan Beach",B,MORTGAGE,"Fully Paid",767026,car,B1," 36 months",Verified,85000,0.0786,648.92,0.1038,20000,31,23363,2021-10-13,2021-11-13,2021-12-13,2021-10-10
384951,AL,INDIVIDUAL,"1 year","Butler International",B,MORTGAGE,"Fully Paid",416398,car,B1," 36 months",Verified,81204,0.0015,297.7,0.1095,9100,17,10717,2021-12-03,2021-12-04,2021-12-05,2021-09-03
818350,CA,INDIVIDUAL,"5 years","Coachella Valley Unified School District",B,MORTGAGE,"Fully Paid",1026273,car,B3," 36 months",Verified,63000,0.239,242.24,0.1099,7400,28,8242,2021-12-10,2021-12-10,2021-12-11,2021-11-07
420049,CA,INDIVIDUAL,"10+ years","Law Firm with offices NY, LA, DC and overseas",B,MORTGAGE,"Fully Paid",493089,car,B3," 36 months",Verified,300000,0.0693,660.27,0.1158,20000,38,23732,2021-05-15,2021-12-04,2021-12-05,2021-09-06
622529,FL,INDIVIDUAL,"4 years",TSA,B,MORTGAGE,"Fully Paid",797838,car,B1," 36 months",Verified,40000,0.1662,111.11,0.0888,3500,26,4000,2021-05-16,2021-12-13,2022-01-13,2021-10-12
663422,NC,INDIVIDUAL,"4 years","Bank of America",B,MORTGAGE,"Fully Paid",848319,car,B5," 36 months",Verified,114000,0.0933,327.91,0.1111,10000,26,10094,2021-11-03,2021-11-03,2021-11-04,2021-11-02
421544,FL,INDIVIDUAL,"10+ years","FirstCaribbean International Bank owned by CIBC",B,MORTGAGE,"Fully Paid",494914,car,B4," 36 months",Verified,38268,0.1405,279.72,0.1218,8400,13,10070,2021-03-16,2021-12-10,2021-12-11,2021-09-09
886999,AR,INDIVIDUAL,"9 years","US Postal Service",B,MORTGAGE,"Fully Paid",1103068,car,B1," 36 months",Verified,69000,0.187,128.9,0.0991,4000,32,4503,2021-05-13,2021-05-13,2021-06-13,2021-11-09
369880,CA,INDIVIDUAL,"4 years",ARCADIS,B,MORTGAGE,"Fully Paid",386125,car,B4," 36 months",Verified,84240,0.1033,464.3,0.1189,14000,15,14910,2021-11-09,2021-09-09,2021-09-10,2021-09-01
656846,NM,INDIVIDUAL,"6 years","Oasis Landscape Construction",B,MORTGAGE,"Fully Paid",840065,car,B1," 36 months",Verified,66000,0.2284,224.66,0.0963,7000,22,8089,2021-05-16,2021-02-14,2021-03-14,2021-11-01
561337,SC,INDIVIDUAL,"6 years","Pep Boys Auto",C,MORTGAGE,"Fully Paid",722418,car,C1," 36 months",Verified,86000,0.0561,89.59,0.1323,2650,16,3099,2021-12-05,2021-12-04,2021-12-05,2021-10-08
431935,MI,INDIVIDUAL,"1 year","US Xpress Enterprises",C,MORTGAGE,"Fully Paid",512991,car,C3," 36 months",Verified,42000,0.1319,195.32,0.1357,5750,14,6972,2021-04-14,2021-12-01,2021-12-02,2021-09-08
673339,CT,INDIVIDUAL,"< 1 year","RM Contracting SISCA Northeast",C,MORTGAGE,"Fully Paid",860660,car,C1," 36 months",Verified,91200,0.1537,301.87,0.1268,9000,25,9992,2021-04-16,2021-12-03,2021-12-04,2021-11-02
367628,OH,INDIVIDUAL,"4 years","ganley auto",C,MORTGAGE,"Fully Paid",381356,car,C3," 36 months",Verified,60000,0.1408,101.32,0.1316,3000,12,3647,2021-11-12,2021-12-01,2021-12-02,2021-08-12
660830,NY,INDIVIDUAL,"< 1 year","AON Corporation",C,MORTGAGE,"Fully Paid",845173,car,C2," 36 months",Verified,77604,0.101,229.32,0.1306,6800,40,7882,2021-05-16,2021-12-10,2021-12-11,2021-11-01
382835,FL,INDIVIDUAL,"10+ years","PALM BEACH GARDENS MED CTR",C,MORTGAGE,"Fully Paid",412725,car,C4," 36 months",Verified,92000,0.0473,237.46,0.1347,7000,28,8433,2021-12-15,2021-11-06,2021-11-07,2021-09-03
346919,MI,INDIVIDUAL,"< 1 year","School City of Michawaka",C,MORTGAGE,"Fully Paid",347255,car,C3," 36 months",Verified,33000,0.0451,57.85,0.1166,3000,9,2082,2021-11-05,2021-11-05,2021-11-06,2021-08-05
676382,CA,INDIVIDUAL,"10+ years",UPS,D,MORTGAGE,"Fully Paid",864357,car,D2," 36 months",Verified,57000,0.236,484.7,0.1491,14000,32,17328,2021-05-16,2021-09-13,2021-10-13,2021-11-02
585795,SC,INDIVIDUAL,"2 years","Microsoft Corporation",D,MORTGAGE,"Fully Paid",752611,car,D1," 36 months",Verified,110000,0.1244,155.65,0.1484,4500,25,5232,2021-03-13,2021-12-09,2021-12-10,2021-10-09
